Unique_ID,MORTGAGE NUMBER,PROPERTY VALUE,MORTGAGE PAYMENT,GDS,LTV,TDS,AMORTIZATION,MORTGAGE AMOUNT,RATE,TERM,FSA,INCOME,CREDIT SCORE,RESULT,MORTGAGE PURPOSE_Purchase,MORTGAGE PURPOSE_Refinance,PAYMENT FREQUENCY_Bi-Weekly,PAYMENT FREQUENCY_Bi-Weekly Accelerated,PAYMENT FREQUENCY_Monthly,PAYMENT FREQUENCY_Semi-Monthly,PAYMENT FREQUENCY_Weekly,PAYMENT FREQUENCY_Weekly Accelerated,PROPERTY TYPE_Duplex,PROPERTY TYPE_Fourplex,PROPERTY TYPE_High Rise,PROPERTY TYPE_Semi-Detached,PROPERTY TYPE_Single Detached,PROPERTY TYPE_Townhouse Condominium,PROPERTY TYPE_Townhouse Freehold,PROPERTY TYPE_Triplex,AGE RANGE_25-29,AGE RANGE_30-34,AGE RANGE_35-39,AGE RANGE_40-44,AGE RANGE_45-49,AGE RANGE_50-54,AGE RANGE_55-59,AGE RANGE_60-64,AGE RANGE_65-69,AGE RANGE_70 and over,AGE RANGE_Under 25,GENDER_Female,GENDER_Male,GENDER_Unknown,INCOME TYPE_-1,INCOME TYPE_1,INCOME TYPE_2,INCOME TYPE_3,INCOME TYPE_4,INCOME TYPE_5,INCOME TYPE_6,INCOME TYPE_7,INCOME TYPE_8,INCOME TYPE_9,INCOME TYPE_10,INCOME TYPE_11,INCOME TYPE_12,INCOME TYPE_13,INCOME TYPE_14,INCOME TYPE_15,INCOME TYPE_16,INCOME TYPE_17,INCOME TYPE_18,INCOME TYPE_19,INCOME TYPE_20,NAICS CODE_11,NAICS CODE_22,NAICS CODE_23,NAICS CODE_31-33,NAICS CODE_42,NAICS CODE_44-45,NAICS CODE_48-49,NAICS CODE_51,NAICS CODE_52,NAICS CODE_53,NAICS CODE_54,NAICS CODE_55,NAICS CODE_56,NAICS CODE_61,NAICS CODE_62,NAICS CODE_71,NAICS CODE_72,NAICS CODE_81,NAICS CODE_92,FSA_nums,FSA_PROPERTY VALUE_min,FSA_PROPERTY VALUE_max,FSA_PROPERTY VALUE_mean,FSA_PROPERTY VALUE_sum,FSA_PROPERTY VALUE_median,FSA_MORTGAGE PAYMENT_min,FSA_MORTGAGE PAYMENT_max,FSA_MORTGAGE PAYMENT_mean,FSA_MORTGAGE PAYMENT_sum,FSA_MORTGAGE PAYMENT_median,FSA_GDS_min,FSA_GDS_max,FSA_GDS_mean,FSA_GDS_sum,FSA_GDS_median,FSA_LTV_min,FSA_LTV_max,FSA_LTV_mean,FSA_LTV_sum,FSA_LTV_median,FSA_TDS_min,FSA_TDS_max,FSA_TDS_mean,FSA_TDS_sum,FSA_TDS_median,FSA_AMORTIZATION_min,FSA_AMORTIZATION_max,FSA_AMORTIZATION_mean,FSA_AMORTIZATION_sum,FSA_AMORTIZATION_median,FSA_MORTGAGE AMOUNT_min,FSA_MORTGAGE AMOUNT_max,FSA_MORTGAGE AMOUNT_mean,FSA_MORTGAGE AMOUNT_sum,FSA_MORTGAGE AMOUNT_median,FSA_RATE_min,FSA_RATE_max,FSA_RATE_mean,FSA_RATE_sum,FSA_RATE_median,FSA_TERM_min,FSA_TERM_max,FSA_TERM_mean,FSA_TERM_sum,FSA_TERM_median,FSA_INCOME_min,FSA_INCOME_max,FSA_INCOME_mean,FSA_INCOME_sum,FSA_INCOME_median,FSA_CREDIT SCORE_min,FSA_CREDIT SCORE_max,FSA_CREDIT SCORE_mean,FSA_CREDIT SCORE_sum,FSA_CREDIT SCORE_median
CAX_Train_11,11,170000,399,28.11,75.0,30.31,360,127000.0,4.75,36,K1T,35000,775,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,177,156000,985000,381288.13559322036,67488000,360000,255,5331,1523.7118644067796,269697,1508.0,0.0,302.64,29.834802259887017,5280.760000000002,31.02,15.15,80.0,72.85702824858757,12895.694,80.0,6.27,304.42,39.175593220338946,6934.079999999994,39.16,180,360,355.93220338983053,63000,360,50000.0,937500.0,283499.05338983046,50179332.449999996,272000.0,3.0,8.0,4.543785310734464,804.25,4.5,12,60,21.220338983050848,3756,12,7000,700000,85124.29378531073,15067000,70000,0,843,670.728813559322,118719,695.0
CAX_Train_12,12,440000,2095,27.84,76.7,27.84,360,337500.0,5.5,12,M6N,77000,490,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,180000,900000,481100.96153846156,100069000,450000,450,3539,2002.0576923076924,416428,1984.0,-10.5,173.12,27.817403846153827,5786.019999999996,28.634999999999998,11.625,80.0,70.32994711538463,14628.629000000003,75.0,-5.56,194.14,36.72336538461535,7638.459999999993,37.545,300,360,356.8269230769231,74220,360,55000.0,670400.0,361350.52283653844,75160908.75,356360.0,3.5,7.0,4.634615384615385,964.0,4.75,6,60,16.384615384615383,3408,12,11000,350000,93038.46153846153,19352000,85000,0,864,665.1778846153846,138357,680.5
CAX_Train_13,13,901000,4015,28.54,80.0,39.19,360,675750.0,5.25,12,L1R,173000,622,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,276,215000,1800000,507847.82608695654,140166000,465000,407,6083,2258.4927536231885,623344,2150.0,0.75,65.76,30.91684782608698,8533.050000000007,31.095,13.63,80.0,73.01432246376808,20151.95299999999,77.72,7.88,65.76,37.613985507246376,10381.46,38.695,300,360,355.6521739130435,98160,360,75000.0,1050000.0,395636.954673913,109195799.49,364000.0,3.5,8.0,4.678442028985507,1291.25,4.75,6,36,15.41304347826087,4254,12,30000,600000,113492.7536231884,31324000,95000,0,875,643.8695652173913,177708,640.5
CAX_Train_14,14,265000,1167,0.7,70.0,36.76,360,185500.0,4.75,12,L8V,200000,659,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,177000,537000,303367.64705882355,20629000,289000,538,2417,1374.1911764705883,93445,1341.0,0.0,85.77,25.9735294117647,1766.1999999999998,24.21,27.91,80.0,70.51526470588236,4795.0380000000005,75.0,6.7,117.13,37.96323529411763,2581.499999999999,38.445,300,360,352.05882352941177,23940,360,60000.0,402675.0,225198.38235294117,15313490.0,211875.0,3.5,6.0,4.757352941176471,323.5,4.75,12,60,18.529411764705884,1260,12,20000,442000,78161.76470588235,5315000,61000,0,846,636.3529411764706,43272,645.0
CAX_Train_15,15,499000,2282,18.83,65.0,41.81,360,324340.0,5.0,12,L0B,155000,627,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,185000,1700000,549431.3725490196,28021000,427000,515,8111,2065.3333333333335,105332,1750.0,4.73,62.82,28.773725490196078,1467.46,29.7,22.1,80.0,61.0813137254902,3115.147,65.0,16.13,62.82,36.687843137254916,1871.0800000000006,37.16,300,360,357.6470588235294,18240,360,100000.0,1349600.0,351713.92156862747,17937410.0,281250.0,4.25,6.0,5.063725490196078,258.25,5.0,12,36,16.470588235294116,840,12,28000,400000,116156.86274509804,5924000,82000,0,850,641.5098039215686,32717,641.0
CAX_Train_16,16,850000,4092,40.68,80.0,40.68,360,575000.0,6.25,12,M6E,111000,501,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,190,259000,2500000,594326.3157894737,112922000,536500,630,9121,2403.0157894736844,456573,2238.5,0.0,67.29,29.338368421052646,5574.290000000003,31.189999999999998,19.23,80.0,68.64832631578948,13043.182,75.0,0.0,76.26,36.86836842105264,7004.990000000002,38.045,180,360,356.2105263157895,67680,360,135000.0,1625000.0,431034.6414210527,81896581.87,399960.0,3.5,8.0,4.651315789473684,883.75,4.5,6,60,16.2,3078,12,14000,715000,111763.15789473684,21235000,90500,0,852,657.1789473684211,124864,671.0
CAX_Train_17,17,320000,1277,14.9,65.0,14.9,360,208000.0,5.0,12,L4T,159000,548,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,288,185000,1200000,462572.9166666667,133221000,448500,392,3510,1962.388888888889,565168,1952.0,-0.23,77.67,30.16680555555554,8688.039999999995,31.815,19.66,80.0,72.27844791666666,20816.193,78.83500000000001,10.63,81.56,36.91277777777779,10630.880000000005,37.099999999999994,300,360,358.125,103140,360,70000.0,825000.0,353075.8541666667,101685846.0,350000.0,3.5,6.5,4.546006944444445,1309.25,4.5,12,48,14.333333333333334,4128,12,9000,325000,88937.5,25614000,80000,0,879,663.6701388888889,191137,672.0
CAX_Train_18,18,474000,2024,3.78,75.0,42.49,360,355227.75,4.5,24,L6M,198000,650,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,289,223000,1903000,713287.1972318339,206140000,630000,600,8390,2914.0242214532873,842153,2602.0,0.0,101.18,28.083979238754324,8116.2699999999995,30.05,23.08,80.0,73.62484429065739,21277.579999999987,77.778,1.69,116.02,38.88823529411765,11238.7,38.97,300,360,359.3771626297578,103860,360,120000.0,1502000.0,537859.6875086505,155441449.69,500000.0,3.5,6.0,4.460207612456747,1289.0,4.25,6,60,16.110726643598618,4656,12,20000,525000,145678.20069204152,42101000,125000,0,897,677.8373702422145,195895,682.0
CAX_Train_19,19,376000,1671,9.63,80.0,41.44,360,281925.0,4.25,12,M8V,100000,712,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,322,204000,2400000,474263.9751552795,152713000,376500,556,9196,1950.829192546584,628167,1628.0,-3.15,76.53,21.514409937888207,6927.640000000003,21.73,17.1,80.0,72.58127329192546,23371.17,75.0,0.0,138.56,36.97155279503104,11904.839999999995,38.504999999999995,300,360,358.3229813664596,115380,360,90000.0,1800000.0,345701.1315217391,111315764.35,282217.5,3.5,7.0,4.581521739130435,1475.25,4.5,12,36,14.608695652173912,4704,12,17000,725000,130102.48447204969,41893000,102000,0,882,679.1273291925465,218679,701.0
CAX_Train_20,20,431000,2109,25.64,80.0,26.26,360,387858.92,4.75,12,L2H,125000,669,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,176,123000,800000,380579.54545454547,66982000,355000,518,3475,1660.3863636363637,292228,1617.0,0.0,134.09,26.593522727272727,4680.46,25.630000000000003,15.62,80.0,71.56656250000002,12595.715000000004,75.0,1.76,134.09,39.36505681818183,6928.250000000002,38.435,300,360,355.22727272727275,62520,360,77000.0,560000.0,280383.331875,49347466.41,268837.5,3.5,9.0,4.637784090909091,816.25,4.5,12,60,16.5,2904,12,16000,267000,88346.59090909091,15549000,80500,0,889,668.3522727272727,117630,668.0
CAX_Train_21,21,410000,2216,4.2,75.55,35.42,360,307425.0,5.5,12,M4Y,170000,736,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,216,206000,2000000,461773.14814814815,99743000,402500,409,8018,1952.1759259259259,421670,1713.0,-0.06,89.54,15.275787037037032,3299.569999999999,11.485,16.67,80.0,72.58639814814815,15678.662,75.0,0.0,117.87,36.22162037037036,7823.869999999997,37.155,300,360,359.72222222222223,77700,360,50000.0,1462500.0,344960.95949074073,74511567.25,297521.5,3.5,7.0,4.4467592592592595,960.5,4.5,12,60,14.722222222222221,3180,12,12000,500000,133810.1851851852,28903000,117500,0,874,716.3287037037037,154727,727.0
CAX_Train_22,22,185000,877,15.47,68.51,41.38,360,146250.0,6.0,12,M9B,100000,645,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,154,185000,2000000,680220.7792207792,104754000,634000,496,10442,2895.448051948052,445899,2545.0,-2.42,47.37,24.95188311688311,3842.589999999999,26.13,35.35,80.0,73.51366883116886,11321.105000000005,75.0,2.4,56.91,36.63655844155845,5642.030000000001,38.5,300,360,358.4415584415584,55200,360,124900.0,1740000.0,515900.37012987013,79448657.0,451000.0,3.25,7.0,4.534090909090909,698.25,4.5,6,60,15.974025974025974,2460,12,10000,664000,153363.63636363635,23618000,125500,0,883,686.3766233766233,105702,697.0
CAX_Train_23,23,340000,1679,21.74,80.0,30.71,360,285080.0,4.75,12,M6K,41000,736,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,264,167000,1400000,383875.0,101343000,328000,447,5213,1602.280303030303,423002,1396.5,-4.88,57.32,15.133901515151514,3995.35,11.245000000000001,28.89,80.0,74.01704545454544,19540.499999999996,75.0,3.01,69.73,35.36617424242423,9336.669999999996,37.379999999999995,300,360,358.6363636363636,94680,360,85000.0,925000.0,284511.4409848484,75111020.41999999,241120.0,3.25,6.0,4.523674242424242,1194.25,4.5,6,36,14.5,3828,12,10000,600000,123553.0303030303,32618000,100000,0,872,698.9280303030303,184517,709.0
